date,aircraftid,sensor_mean_value,flighthours,delayedminutes,flightcycles,label
2011-06-17,XY-YCV,61.942304971115455,0.850000000000000000,9.000000000000000000,1.000000000000000000,1
2010-02-27,XY-SHM,26.6473909483814,0.500000000000000000,30.000000000000000000,1.000000000000000000,0
2015-10-11,XY-BDC,23.277394787655858,1.366666666666670000,38.000000000000000000,1.000000000000000000,0
2013-09-20,XY-BDC,26.962349205343905,3.550000000000000000,27.000000000000000000,1.000000000000000000,0
2013-07-31,XY-WYW,23.381670488344984,0.850000000000000000,9.000000000000000000,1.000000000000000000,0
2014-11-27,XY-SFN,64.28352107754284,4.733333333333330000,16.000000000000000000,2.000000000000000000,0
2014-12-03,XY-RRQ,26.65886065453567,3.600000000000000000,24.000000000000000000,1.000000000000000000,0
2015-11-28,XY-FFT,25.028951611720174,3.850000000000000000,9.000000000000000000,1.000000000000000000,0
2010-09-23,XY-SHM,27.355926331191007,2.916666666666670000,5.000000000000000000,1.000000000000000000,0
2015-11-28,XY-IOW,61.8538358104594,12.916666666666700000,125.000000000000000000,4.000000000000000000,1
2016-06-12,XY-NIO,27.572634725683788,2.666666666666670000,20.000000000000000000,1.000000000000000000,0
2012-09-11,XY-GOJ,60.17104162836605,7.033333333333330000,58.000000000000000000,3.000000000000000000,1
2010-11-17,XY-RRQ,21.747026680074466,2.450000000000000000,33.000000000000000000,1.000000000000000000,0
2016-09-10,XY-AZQ,26.158751068737516,3.950000000000000000,3.000000000000000000,1.000000000000000000,0
2014-07-24,XY-BDC,28.306501584507643,0.583333333333333000,25.000000000000000000,1.000000000000000000,0
